,index,date,hour,fluid_temp,ground_temp,air_umidity,air_temp,gas_umidity,gas_temp,dm3_gas,bio_id,phase_test,Month,Hour
0,5109,2022-05-01,00:41:30,20.06,20.0,97.9,16.7,,,0.0,1,2,5,0
1,5110,2022-05-01,01:33:58,20.06,20.0,97.7,16.8,82.88,16.39,0.0,1,2,5,1
2,5111,2022-05-01,01:57:02,20.06,20.0,97.8,16.8,82.88,16.4,0.0,1,2,5,1
3,5112,2022-05-01,02:56:59,20.06,20.0,97.8,16.8,83.2,16.47,0.0,1,2,5,2
4,5113,2022-05-01,03:11:59,20.06,20.0,97.8,16.9,83.18,16.49,0.01,1,2,5,3
5,5114,2022-05-01,03:27:01,20.06,20.0,97.9,16.9,83.23,16.49,0.0,1,2,5,3
6,5115,2022-05-01,03:57:01,20.06,20.0,97.7,17.0,83.45,16.65,0.0,1,2,5,3
7,5116,2022-05-01,04:12:00,20.06,20.0,97.9,17.0,83.38,16.7,0.0,1,2,5,4
8,5117,2022-05-01,04:42:01,20.06,20.0,98.0,17.1,83.45,16.9,0.0,1,2,5,4
9,5118,2022-05-01,04:57:08,20.06,20.0,97.9,17.1,,,0.0,1,2,5,4
10,5119,2022-05-01,04:57:30,20.06,20.0,97.9,17.1,,,0.0,1,2,5,4
11,5120,2022-05-01,06:42:00,20.06,20.0,98.1,17.1,,,0.01,1,2,5,6
12,5121,2022-05-01,07:29:02,20.06,20.0,97.3,17.5,,,0.0,1,2,5,7
13,5122,2022-05-01,07:44:02,20.06,20.0,96.8,17.9,,,0.0,1,2,5,7
14,5123,2022-05-01,08:27:30,20.06,20.0,94.2,19.0,,,0.0,1,2,5,8
15,5124,2022-05-01,08:57:30,20.0,20.0,92.4,19.9,,,0.01,1,2,5,8
16,5125,2022-05-01,10:35:30,19.94,20.0,81.8,23.9,,,0.0,1,2,5,10
17,5126,2022-05-01,10:57:34,19.94,20.0,78.9,24.4,,,0.0,1,2,5,10
18,5127,2022-05-01,11:27:30,19.94,20.0,75.5,24.9,,,0.0,1,2,5,11
19,5128,2022-05-01,11:42:29,19.94,20.0,71.2,27.2,,,0.0,1,2,5,11
20,5129,2022-05-01,12:42:29,19.94,20.0,63.9,27.1,,,0.0,1,2,5,12
21,5130,2022-05-01,13:12:30,19.94,19.94,63.1,28.8,,,0.01,1,2,5,13
22,5131,2022-05-01,13:57:29,19.94,19.94,66.7,27.0,,,0.0,1,2,5,13
23,5132,2022-05-01,14:04:44,19.94,20.0,65.9,27.1,,,0.0,1,2,5,14
24,5133,2022-05-01,15:03:42,19.94,19.94,70.4,26.2,,,0.0,1,2,5,15
25,5134,2022-05-01,15:18:15,19.94,19.94,74.9,25.2,,,0.0,1,2,5,15
26,5135,2022-05-01,15:33:15,19.94,19.94,76.7,24.8,82.79,27.46,0.0,1,2,5,15
27,5136,2022-05-01,15:48:13,19.94,19.94,79.0,24.0,,,0.0,1,2,5,15
28,5137,2022-05-01,16:03:25,19.94,19.94,78.9,24.4,,,0.0,1,2,5,16
29,5138,2022-05-01,17:03:16,19.94,19.94,76.6,23.7,,,0.0,1,2,5,17
30,5139,2022-05-01,17:18:16,19.94,19.94,78.9,23.3,,,0.0,1,2,5,17
31,5140,2022-05-01,17:48:15,19.94,19.94,86.1,21.8,,,0.0,1,2,5,17
32,5141,2022-05-01,18:03:16,19.94,19.94,87.2,21.5,,,0.0,1,2,5,18
33,5142,2022-05-01,18:08:51,19.94,20.0,88.2,21.1,,,0.0,1,2,5,18
34,5143,2022-05-01,18:53:47,19.94,19.94,90.3,20.5,,,0.0,1,2,5,18
35,5144,2022-05-01,19:18:46,19.94,19.94,91.7,20.1,,,0.0,1,2,5,19
36,5145,2022-05-01,19:33:45,19.94,19.94,92.7,19.8,,,0.0,1,2,5,19
37,5146,2022-05-01,20:04:17,19.94,19.94,93.6,19.6,,,0.0,1,2,5,20
38,5147,2022-05-01,21:03:46,19.94,20.0,94.5,19.4,,,0.0,1,2,5,21
39,5148,2022-05-01,21:33:46,19.94,20.0,94.9,19.4,,,0.0,1,2,5,21
40,5149,2022-05-01,22:03:46,19.94,20.0,94.9,19.3,,,0.0,1,2,5,22
41,5150,2022-05-01,23:03:48,19.94,20.0,95.7,19.3,,,0.0,1,2,5,23
42,5151,2022-05-01,23:52:46,19.94,20.0,95.8,19.2,,,0.0,1,2,5,23
43,5152,2022-05-02,03:19:51,19.94,20.0,97.6,18.4,,,0.0,1,2,5,3
44,5153,2022-05-02,04:19:54,19.94,20.0,97.4,18.0,82.79,17.72,0.0,1,2,5,4
45,5154,2022-05-02,04:49:51,19.94,20.0,98.0,18.0,,,0.01,1,2,5,4
46,5155,2022-05-02,05:34:52,19.94,20.06,97.9,17.9,,,0.0,1,2,5,5
47,5156,2022-05-02,06:35:17,19.94,20.06,97.8,17.9,,,0.0,1,2,5,6
48,5157,2022-05-02,07:35:17,19.94,20.06,97.2,18.5,,,0.0,1,2,5,7
49,5158,2022-05-02,08:05:19,19.94,20.06,95.9,19.1,,,0.0,1,2,5,8
50,5159,2022-05-02,08:20:17,19.94,20.06,94.9,19.4,,,0.0,1,2,5,8
51,5160,2022-05-02,09:15:16,20.0,20.06,89.9,21.0,,,0.0,1,2,5,9
52,5161,2022-05-02,09:44:53,19.94,20.06,84.1,22.9,,,0.0,1,2,5,9
53,5162,2022-05-02,10:05:55,20.0,20.06,80.4,24.1,,,0.0,1,2,5,10
54,5163,2022-05-02,10:06:17,20.0,20.06,80.4,24.1,,,0.0,1,2,5,10
55,5164,2022-05-02,11:05:51,20.0,20.06,76.2,25.2,,,0.01,1,2,5,11
56,5165,2022-05-02,12:06:03,20.0,20.06,71.4,27.4,,,0.0,1,2,5,12
57,5166,2022-05-02,12:20:53,20.0,20.06,70.3,27.7,,,0.0,1,2,5,12
58,5167,2022-05-02,13:20:52,20.0,20.06,73.3,26.2,,,0.0,1,2,5,13
59,5168,2022-05-02,13:50:55,20.0,20.06,84.6,23.3,,,0.0,1,2,5,13
60,5169,2022-05-02,14:08:44,20.0,20.06,89.7,21.8,,,0.0,1,2,5,14
61,5170,2022-05-02,14:43:27,20.0,20.06,89.0,22.2,,,0.01,1,2,5,14
62,5171,2022-05-02,15:28:27,20.0,20.06,93.1,20.6,,,0.0,1,2,5,15
63,5172,2022-05-02,15:28:54,20.0,20.06,93.1,20.6,,,0.0,1,2,5,15
64,5173,2022-05-02,15:43:27,20.0,20.06,92.2,20.6,,,0.0,1,2,5,15
65,5174,2022-05-02,16:13:27,20.0,20.06,91.1,21.2,,,0.01,1,2,5,16
66,5175,2022-05-02,16:28:28,20.0,20.06,91.9,20.7,,,0.01,1,2,5,16
67,5176,2022-05-02,19:37:35,20.0,20.06,96.7,18.2,,,0.0,1,2,5,19
68,5177,2022-05-02,20:07:30,20.0,20.06,96.5,17.8,,,0.0,1,2,5,20
69,5178,2022-05-02,20:58:29,20.0,20.06,97.1,17.9,,,0.0,1,2,5,20
70,5179,2022-05-03,00:28:30,20.0,20.06,98.4,17.2,,,0.0,1,2,5,0
71,5180,2022-05-03,00:31:56,20.0,20.06,98.7,17.1,,,0.0,1,2,5,0
72,5181,2022-05-03,01:01:29,20.0,20.12,98.7,17.2,,,0.01,1,2,5,1
73,5182,2022-05-03,01:28:55,20.06,20.12,98.6,17.2,,,0.0,1,2,5,1
74,5183,2022-05-03,02:13:29,20.06,20.12,98.9,17.5,,,0.0,1,2,5,2
75,5184,2022-05-03,05:28:56,20.06,20.12,98.9,17.7,,,0.0,1,2,5,5
76,5185,2022-05-03,05:43:30,20.06,20.12,99.2,17.6,,,0.0,1,2,5,5
77,5186,2022-05-03,05:58:29,20.06,20.12,99.9,17.5,,,0.0,1,2,5,5
78,5187,2022-05-03,06:13:32,20.06,20.12,99.9,17.2,,,0.01,1,2,5,6
79,5188,2022-05-03,07:58:31,20.06,20.12,99.9,17.7,,,0.0,1,2,5,7
80,5189,2022-05-03,08:13:32,20.06,20.12,99.9,17.8,,,0.0,1,2,5,8
81,5190,2022-05-03,09:13:31,20.0,20.12,99.9,18.4,,,0.0,1,2,5,9
82,5191,2022-05-03,09:28:34,20.0,20.12,99.9,18.3,,,0.0,1,2,5,9
83,5192,2022-05-03,09:29:03,20.0,20.12,99.9,18.3,,,0.0,1,2,5,9
84,5193,2022-05-03,09:43:33,19.94,20.12,99.9,18.2,,,0.0,1,2,5,9
85,5194,2022-05-03,09:58:31,19.94,20.12,99.9,18.8,,,0.0,1,2,5,9
86,5195,2022-05-03,10:13:32,19.94,20.12,99.9,19.2,,,0.0,1,2,5,10
87,5196,2022-05-03,11:13:33,19.94,20.12,99.9,19.3,,,0.0,1,2,5,11
88,5197,2022-05-03,11:43:32,19.94,20.12,99.9,19.5,,,0.0,1,2,5,11
89,5198,2022-05-03,12:03:17,19.94,20.12,99.9,19.5,,,0.0,1,2,5,12
90,5199,2022-05-03,12:48:19,19.94,20.12,97.0,20.8,,,0.0,1,2,5,12
91,5200,2022-05-03,13:54:31,19.94,20.12,96.6,20.9,,,0.0,1,2,5,13
92,5201,2022-05-03,14:48:44,19.94,20.12,97.4,19.7,,,0.0,1,2,5,14
93,5202,2022-05-03,15:18:19,20.0,20.12,97.4,19.5,,,0.0,1,2,5,15
94,5203,2022-05-03,15:33:17,19.94,20.06,97.6,19.4,,,0.0,1,2,5,15
95,5204,2022-05-03,15:48:16,20.0,20.06,97.5,19.3,,,0.0,1,2,5,15
96,5205,2022-05-03,17:18:18,19.94,20.06,99.9,17.0,,,0.0,1,2,5,17
97,5206,2022-05-03,17:48:23,19.94,20.06,99.3,16.7,,,0.0,1,2,5,17
98,5207,2022-05-03,19:26:50,19.88,20.06,99.9,15.2,,,0.0,1,2,5,19
99,5208,2022-05-03,20:09:50,19.88,20.06,99.9,15.6,,,0.0,1,2,5,20
100,5209,2022-05-03,20:39:57,19.88,20.06,99.9,15.7,,,0.0,1,2,5,20
101,5210,2022-05-03,21:09:50,19.88,20.06,99.9,15.2,,,0.0,1,2,5,21
102,5211,2022-05-03,21:24:50,19.88,20.06,99.9,15.2,,,0.0,1,2,5,21
103,5212,2022-05-03,21:40:15,19.81,20.06,99.9,15.3,,,0.0,1,2,5,21
104,5213,2022-05-03,22:09:49,19.81,20.06,99.9,15.5,,,0.0,1,2,5,22
105,5214,2022-05-03,22:24:51,19.81,20.06,99.9,15.4,,,0.0,1,2,5,22
106,5215,2022-05-03,22:54:51,19.75,20.06,99.9,15.3,,,0.0,1,2,5,22
107,5216,2022-05-03,23:09:51,19.75,20.06,99.9,15.4,,,0.0,1,2,5,23
108,5217,2022-05-03,23:24:51,19.75,20.06,99.9,15.3,,,0.0,1,2,5,23
109,5218,2022-05-03,23:40:18,19.69,20.06,99.9,15.3,,,0.0,1,2,5,23
110,5219,2022-05-04,00:09:51,19.69,20.06,99.9,15.6,,,0.0,1,2,5,0
111,5220,2022-05-04,00:39:51,19.69,20.06,99.9,15.8,,,0.0,1,2,5,0
112,5221,2022-05-04,02:24:52,19.69,20.0,99.9,16.1,,,0.0,1,2,5,2
113,5222,2022-05-04,03:54:50,19.69,20.0,99.9,16.2,,,0.0,1,2,5,3
114,5223,2022-05-04,04:11:52,19.69,20.0,99.9,16.1,,,0.01,1,2,5,4
115,5224,2022-05-04,04:54:52,19.69,20.0,99.9,16.2,,,0.0,1,2,5,4
116,5225,2022-05-04,05:09:51,19.69,20.0,99.9,16.2,,,0.0,1,2,5,5
117,5226,2022-05-04,05:24:50,19.69,20.0,99.9,16.2,,,0.0,1,2,5,5
118,5227,2022-05-04,06:05:52,19.69,20.0,99.9,15.9,,,0.0,1,2,5,6
119,5228,2022-05-04,06:20:54,19.69,20.0,99.9,15.9,,,0.0,1,2,5,6
120,5229,2022-05-04,06:54:51,19.69,19.94,99.9,15.4,,,0.01,1,2,5,6
121,5230,2022-05-04,07:09:50,19.62,19.94,99.9,15.4,,,0.0,1,2,5,7
122,5231,2022-05-04,07:39:59,19.5,19.94,99.9,15.7,,,0.0,1,2,5,7
123,5232,2022-05-04,07:40:18,19.5,19.94,99.9,15.7,,,0.0,1,2,5,7
124,5233,2022-05-04,07:54:50,19.56,19.94,99.9,15.5,,,0.01,1,2,5,7
125,5234,2022-05-04,09:40:18,19.5,19.94,99.9,15.2,,,0.0,1,2,5,9
126,5235,2022-05-04,09:55:21,19.5,19.94,99.9,14.8,,,0.0,1,2,5,9
127,5236,2022-05-04,10:40:20,19.5,19.94,99.9,16.0,,,0.0,1,2,5,10
128,5237,2022-05-04,10:56:22,19.5,19.94,99.4,17.7,,,0.0,1,2,5,10
129,5238,2022-05-04,12:25:20,19.5,19.88,76.3,19.9,,,0.0,1,2,5,12
130,5239,2022-05-04,13:50:26,19.5,19.88,67.4,20.0,,,0.0,1,2,5,13
131,5240,2022-05-04,14:50:25,19.5,19.88,65.1,20.6,,,0.0,1,2,5,14
132,5241,2022-05-04,16:33:23,19.5,19.81,73.2,17.4,,,0.0,1,2,5,16
133,5242,2022-05-04,16:48:49,19.5,19.81,74.4,16.9,,,0.0,1,2,5,16
134,5243,2022-05-04,17:18:49,19.5,19.81,77.1,16.5,,,0.0,1,2,5,17
135,5244,2022-05-04,17:33:54,19.5,19.81,79.0,16.4,,,0.0,1,2,5,17
136,5245,2022-05-04,17:34:15,19.5,19.81,79.0,16.4,,,0.0,1,2,5,17
137,5246,2022-05-04,18:43:30,19.44,19.81,99.4,13.8,,,0.0,1,2,5,18
138,5247,2022-05-04,18:58:31,19.44,19.81,99.9,13.8,,,0.0,1,2,5,18
139,5248,2022-05-04,19:13:55,19.44,19.81,99.6,13.6,,,0.0,1,2,5,19
140,5249,2022-05-04,20:13:32,19.44,19.81,99.7,13.0,,,0.0,1,2,5,20
141,5250,2022-05-04,20:58:30,19.5,19.81,99.0,13.2,,,0.0,1,2,5,20
142,5251,2022-05-04,21:13:30,19.5,19.81,98.4,13.4,,,0.0,1,2,5,21
143,5252,2022-05-04,21:13:59,19.5,19.81,98.4,13.4,,,0.0,1,2,5,21
144,5253,2022-05-04,21:44:37,19.5,19.81,97.0,13.7,,,0.0,1,2,5,21
145,5254,2022-05-04,22:14:36,19.5,19.81,96.0,13.9,,,0.0,1,2,5,22
146,5255,2022-05-04,22:29:36,19.5,19.81,95.6,13.9,,,0.0,1,2,5,22
147,5256,2022-05-04,22:44:36,19.5,19.81,95.8,14.0,,,0.0,1,2,5,22
148,5257,2022-05-04,22:59:37,19.5,19.75,96.1,13.9,,,0.0,1,2,5,22
149,5258,2022-05-04,23:29:37,19.5,19.75,96.0,14.0,,,0.0,1,2,5,23
150,5259,2022-05-04,23:50:37,19.5,19.75,95.6,14.1,,,0.0,1,2,5,23
151,5260,2022-05-05,00:20:35,19.5,19.75,97.0,13.7,,,0.0,1,2,5,0
152,5261,2022-05-05,00:45:03,19.5,19.75,96.7,13.9,,,0.0,1,2,5,0
153,5262,2022-05-05,01:00:02,19.5,19.75,97.6,13.8,,,0.0,1,2,5,1
154,5263,2022-05-05,01:15:04,19.5,19.75,98.0,13.9,,,0.0,1,2,5,1
155,5264,2022-05-05,01:30:04,19.5,19.75,98.1,14.1,,,0.0,1,2,5,1
156,5265,2022-05-05,01:45:04,19.5,19.75,97.9,14.1,,,0.0,1,2,5,1
157,5266,2022-05-05,02:00:04,19.5,19.75,98.1,14.0,,,0.0,1,2,5,2
158,5267,2022-05-05,02:15:03,19.5,19.75,98.4,14.1,,,0.0,1,2,5,2
159,5268,2022-05-05,02:30:08,19.5,19.75,99.5,13.8,,,0.0,1,2,5,2
160,5269,2022-05-05,02:30:14,19.5,19.75,99.5,13.8,,,0.0,1,2,5,2
161,5270,2022-05-05,02:30:35,19.5,19.75,99.5,13.8,,,0.0,1,2,5,2
162,5271,2022-05-05,02:45:06,19.5,19.75,99.0,14.0,,,0.0,1,2,5,2
163,5272,2022-05-05,03:00:02,19.5,19.75,99.0,14.0,,,0.0,1,2,5,3
164,5273,2022-05-05,03:15:02,19.5,19.75,99.0,14.2,,,0.0,1,2,5,3
165,5274,2022-05-05,03:30:04,19.5,19.75,98.7,14.1,,,0.0,1,2,5,3
166,5275,2022-05-05,03:30:11,19.5,19.75,98.7,14.1,,,0.0,1,2,5,3
167,5276,2022-05-05,03:30:33,19.5,19.75,98.7,14.1,,,0.0,1,2,5,3
168,5277,2022-05-05,04:15:02,19.5,19.75,98.6,14.2,,,0.0,1,2,5,4
169,5278,2022-05-05,04:30:04,19.5,19.75,98.7,14.2,,,0.0,1,2,5,4
170,5279,2022-05-05,05:00:04,19.5,19.75,98.7,14.2,,,0.0,1,2,5,5
171,5280,2022-05-05,05:15:04,19.5,19.75,98.7,14.2,,,0.0,1,2,5,5
172,5281,2022-05-05,05:30:03,19.5,19.75,99.2,14.2,,,0.0,1,2,5,5
173,5282,2022-05-05,05:30:31,19.5,19.75,99.2,14.2,,,0.0,1,2,5,5
174,5283,2022-05-05,05:45:03,19.5,19.75,98.6,14.2,,,0.0,1,2,5,5
175,5284,2022-05-05,06:15:03,19.5,19.75,98.5,14.0,,,0.0,1,2,5,6
176,5285,2022-05-05,06:45:04,19.5,19.75,98.1,14.1,,,0.0,1,2,5,6
177,5286,2022-05-05,07:00:04,19.5,19.75,97.7,14.1,,,0.0,1,2,5,7
178,5287,2022-05-05,07:15:05,19.5,19.75,97.4,14.2,,,0.0,1,2,5,7
179,5288,2022-05-05,07:30:46,19.5,19.75,97.4,14.3,,,0.0,1,2,5,7
180,5289,2022-05-05,08:49:23,19.5,19.75,93.5,15.7,,,0.0,1,2,5,8
181,5290,2022-05-05,09:04:24,19.5,19.75,91.4,16.3,,,0.0,1,2,5,9
182,5291,2022-05-05,09:04:50,19.5,19.75,90.0,16.7,,,0.0,1,2,5,9
183,5292,2022-05-05,09:31:03,19.5,19.75,88.5,17.2,,,0.0,1,2,5,9
184,5293,2022-05-05,09:49:51,19.44,19.75,87.3,17.4,,,0.0,1,2,5,9
185,5294,2022-05-05,10:04:48,19.44,19.75,89.6,17.3,,,0.0,1,2,5,10
186,5295,2022-05-05,10:34:49,19.44,19.75,87.3,18.1,,,0.0,1,2,5,10
187,5296,2022-05-05,10:34:58,19.44,19.75,87.3,18.1,,,0.0,1,2,5,10
188,5297,2022-05-05,10:35:18,19.44,19.75,87.3,18.1,,,0.0,1,2,5,10
189,5298,2022-05-05,11:08:36,19.44,19.69,86.0,18.4,,,0.0,1,2,5,11
190,5299,2022-05-05,11:23:37,19.44,19.69,85.1,19.1,,,0.0,1,2,5,11
191,5300,2022-05-05,11:38:44,19.44,19.69,84.4,19.3,,,0.0,1,2,5,11
192,5301,2022-05-05,11:39:04,19.44,19.69,84.4,19.3,,,0.0,1,2,5,11
193,5302,2022-05-05,11:53:36,19.44,19.69,82.6,19.5,,,0.0,1,2,5,11
194,5303,2022-05-05,12:23:37,19.44,19.69,80.9,20.7,,,0.0,1,2,5,12
195,5304,2022-05-05,12:38:36,19.44,19.69,80.2,21.0,,,0.0,1,2,5,12
196,5305,2022-05-05,12:38:45,19.44,19.69,80.2,21.0,,,0.0,1,2,5,12
197,5306,2022-05-05,12:53:37,19.44,19.69,75.9,22.9,,,0.0,1,2,5,12
198,5307,2022-05-05,13:08:37,19.44,19.69,72.7,23.8,,,0.0,1,2,5,13
199,5308,2022-05-05,13:38:35,19.44,19.69,72.4,23.3,,,0.0,1,2,5,13
200,5309,2022-05-05,14:16:38,19.44,19.69,73.8,23.0,,,0.0,1,2,5,14
201,5310,2022-05-05,14:31:36,19.44,19.69,76.3,22.5,,,0.0,1,2,5,14
202,5311,2022-05-05,14:39:04,19.44,19.69,76.3,22.5,,,0.0,1,2,5,14
203,5312,2022-05-05,14:53:38,19.44,19.69,76.1,22.8,,,0.0,1,2,5,14
204,5313,2022-05-05,15:08:35,19.44,19.69,78.1,20.7,,,0.0,1,2,5,15
205,5314,2022-05-05,15:23:39,19.44,19.69,76.8,21.6,,,0.0,1,2,5,15
206,5315,2022-05-05,15:38:44,19.44,19.69,75.5,21.5,,,0.0,1,2,5,15
207,5316,2022-05-05,15:53:39,19.44,19.69,76.6,21.3,,,0.0,1,2,5,15
208,5317,2022-05-05,16:08:37,19.44,19.69,79.8,21.0,,,0.0,1,2,5,16
209,5318,2022-05-05,16:38:44,19.44,19.69,86.2,19.2,,,0.0,1,2,5,16
210,5319,2022-05-05,16:39:06,19.44,19.69,86.2,19.2,,,0.0,1,2,5,16
211,5320,2022-05-05,16:53:37,19.44,19.69,86.6,19.1,,,0.0,1,2,5,16
212,5321,2022-05-05,17:08:39,19.44,19.69,88.0,18.6,,,0.0,1,2,5,17
213,5322,2022-05-05,17:23:36,19.44,19.62,90.4,17.5,,,0.0,1,2,5,17
214,5323,2022-05-05,17:38:37,19.44,19.62,91.1,17.3,,,0.0,1,2,5,17
215,5324,2022-05-05,17:53:38,19.44,19.62,91.9,17.2,,,0.0,1,2,5,17
216,5325,2022-05-05,18:23:39,19.44,19.62,93.5,16.5,,,0.0,1,2,5,18
217,5326,2022-05-05,19:08:39,19.44,19.62,95.8,15.4,,,0.0,1,2,5,19
218,5327,2022-05-05,19:23:38,19.44,19.62,96.5,15.3,,,0.0,1,2,5,19
219,5328,2022-05-05,19:38:40,19.44,19.62,96.7,15.2,,,0.0,1,2,5,19
220,5329,2022-05-05,19:53:39,19.44,19.62,97.0,15.0,,,0.0,1,2,5,19
221,5330,2022-05-05,20:23:36,19.44,19.62,96.3,15.8,,,0.0,1,2,5,20
222,5331,2022-05-05,21:26:47,19.44,19.62,96.0,15.7,,,0.0,1,2,5,21
223,5332,2022-05-05,21:41:48,19.44,19.62,95.9,15.5,,,0.0,1,2,5,21
224,5333,2022-05-05,21:56:48,19.44,19.62,96.3,15.6,,,0.0,1,2,5,21
225,5334,2022-05-05,22:12:20,19.44,19.62,96.1,15.5,,,0.0,1,2,5,22
226,5335,2022-05-05,22:27:19,19.44,19.62,96.5,15.5,,,0.0,1,2,5,22
227,5336,2022-05-05,22:42:17,19.44,19.62,96.3,15.6,,,0.0,1,2,5,22
228,5337,2022-05-05,22:57:19,19.44,19.62,96.3,15.6,,,0.0,1,2,5,22
229,5338,2022-05-05,22:57:25,19.44,19.62,96.3,15.6,,,0.0,1,2,5,22
230,5339,2022-05-05,22:57:44,19.44,19.62,96.3,15.6,,,0.0,1,2,5,22
231,5340,2022-05-05,23:12:18,19.44,19.62,96.3,15.7,,,0.0,1,2,5,23
232,5341,2022-05-05,23:27:19,19.44,19.62,96.1,15.8,,,0.0,1,2,5,23
233,5342,2022-05-05,23:42:18,19.44,19.62,96.2,15.6,,,0.0,1,2,5,23
234,5343,2022-05-06,00:17:21,19.44,19.62,96.4,15.7,,,0.0,1,2,5,0
235,5344,2022-05-06,00:32:21,19.44,19.62,96.1,15.5,,,0.0,1,2,5,0
236,5345,2022-05-06,00:47:20,19.44,19.62,96.5,15.4,,,0.0,1,2,5,0
237,5346,2022-05-06,01:02:20,19.44,19.62,96.6,15.3,,,0.0,1,2,5,1
238,5347,2022-05-06,01:17:19,19.44,19.62,96.6,15.4,,,0.0,1,2,5,1
239,5348,2022-05-06,01:29:55,19.44,19.62,96.8,15.3,,,0.0,1,2,5,1
240,5349,2022-05-06,01:59:21,19.44,19.62,97.0,15.1,,,0.0,1,2,5,1
241,5350,2022-05-06,02:02:25,19.44,19.62,97.0,15.1,,,0.0,1,2,5,2
242,5351,2022-05-06,02:17:18,19.44,19.62,97.4,15.0,,,0.0,1,2,5,2
243,5352,2022-05-06,02:32:19,19.44,19.62,97.8,14.7,,,0.0,1,2,5,2
244,5353,2022-05-06,02:47:20,19.44,19.62,98.6,14.3,,,0.0,1,2,5,2
245,5354,2022-05-06,03:02:24,19.44,19.62,99.1,13.7,,,0.0,1,2,5,3
246,5355,2022-05-06,03:02:30,19.44,19.62,99.1,13.7,,,0.0,1,2,5,3
247,5356,2022-05-06,03:17:53,19.44,19.62,99.5,13.6,,,0.0,1,2,5,3
248,5357,2022-05-06,03:47:51,19.44,19.62,98.0,14.4,,,0.0,1,2,5,3
249,5358,2022-05-06,04:02:52,19.44,19.62,97.8,14.5,,,0.0,1,2,5,4
250,5359,2022-05-06,04:17:53,19.44,19.62,97.8,14.4,,,0.0,1,2,5,4
251,5360,2022-05-06,04:32:51,19.44,19.62,97.8,14.4,,,0.0,1,2,5,4
252,5361,2022-05-06,04:47:52,19.44,19.62,97.8,14.2,,,0.0,1,2,5,4
253,5362,2022-05-06,05:32:51,19.44,19.62,99.4,13.0,,,0.0,1,2,5,5
254,5363,2022-05-06,05:47:52,19.44,19.62,98.6,13.5,,,0.0,1,2,5,5
255,5364,2022-05-06,06:02:52,19.44,19.62,98.1,13.5,,,0.0,1,2,5,6
256,5365,2022-05-06,06:12:34,19.44,19.62,98.1,13.5,,,0.0,1,2,5,6
257,5366,2022-05-06,06:26:52,19.44,19.62,98.2,13.2,,,0.0,1,2,5,6
258,5367,2022-05-06,07:26:52,19.44,19.62,98.8,13.0,,,0.0,1,2,5,7
259,5368,2022-05-06,07:41:53,19.44,19.62,98.3,13.3,,,0.0,1,2,5,7
260,5369,2022-05-06,07:56:53,19.44,19.62,98.0,13.6,,,0.0,1,2,5,7
261,5370,2022-05-06,08:03:14,19.44,19.62,97.0,14.0,,,0.0,1,2,5,8
262,5371,2022-05-06,08:17:52,19.44,19.62,93.5,15.0,,,0.0,1,2,5,8
263,5372,2022-05-06,08:32:53,19.44,19.62,93.3,14.9,,,0.0,1,2,5,8
264,5373,2022-05-06,08:47:53,19.44,19.62,93.9,14.9,,,0.0,1,2,5,8
265,5374,2022-05-06,09:02:50,19.44,19.62,92.1,16.2,,,0.0,1,2,5,9
266,5375,2022-05-06,09:32:52,19.44,19.62,86.7,17.5,,,0.0,1,2,5,9
267,5376,2022-05-06,09:47:54,19.44,19.62,87.4,17.4,,,0.0,1,2,5,9
268,5377,2022-05-06,10:02:53,19.44,19.62,85.9,17.8,,,0.0,1,2,5,10
269,5378,2022-05-06,10:17:53,19.44,19.62,79.6,20.4,,,0.0,1,2,5,10
270,5379,2022-05-06,10:19:55,19.44,19.62,79.6,20.4,,,0.0,1,2,5,10
271,5380,2022-05-06,10:49:52,19.44,19.56,71.5,20.5,,,0.0,1,2,5,10
272,5381,2022-05-06,11:02:55,19.44,19.56,68.6,22.4,,,0.0,1,2,5,11
273,5382,2022-05-06,11:03:18,19.44,19.56,68.6,22.4,,,0.0,1,2,5,11
274,5383,2022-05-06,11:32:52,19.44,19.56,71.1,20.4,,,0.0,1,2,5,11
275,5384,2022-05-06,11:47:55,19.44,19.56,71.0,21.0,,,0.01,1,2,5,11
276,5385,2022-05-06,12:02:52,19.44,19.56,67.8,22.3,,,0.0,1,2,5,12
277,5386,2022-05-06,12:03:04,19.44,19.56,67.8,22.3,,,0.0,1,2,5,12
278,5387,2022-05-06,12:03:23,19.44,19.56,67.8,22.3,,,0.0,1,2,5,12
279,5388,2022-05-06,12:17:52,19.44,19.56,67.3,22.2,,,0.0,1,2,5,12
280,5389,2022-05-06,13:19:41,19.44,19.56,67.4,22.2,,,0.0,1,2,5,13
281,5390,2022-05-06,13:20:13,19.44,19.56,67.4,22.2,,,0.0,1,2,5,13
282,5391,2022-05-06,13:34:40,19.44,19.56,64.3,22.8,,,0.0,1,2,5,13
283,5392,2022-05-06,14:34:25,19.44,19.56,63.7,23.3,,,0.0,1,2,5,14
284,5393,2022-05-06,14:49:26,19.44,19.56,65.6,23.3,,,0.0,1,2,5,14
285,5394,2022-05-06,15:04:23,19.44,19.56,65.5,23.4,,,0.0,1,2,5,15
286,5395,2022-05-06,15:04:52,19.44,19.56,65.5,23.4,,,0.0,1,2,5,15
287,5396,2022-05-06,15:54:43,19.44,19.56,72.6,20.9,,,0.0,1,2,5,15
