fluid_temp,air_umidity,dm3_gas
15.62,96.6,0.0
22.125,97.1,0.0
-52.72,91.1,0.0
-29.873333333333335,95.33333333333333,0.0
18.375,97.8,0.0
-52.69,98.8,0.0
20.86,99.4,0.0
17.0,98.1,0.0
19.25,93.3,0.0
19.12,92.6,0.0
22.25,94.9,0.0
20.405,89.7,0.0
23.405,95.2,0.0
21.29,97.2,0.005
23.375,96.2,0.0
23.03,94.4,0.0
23.595,99.2,0.0
24.065,97.2,0.0
24.065,97.4,0.0
19.5,96.9,0.0
24.125,96.1,0.0
17.38,94.0,0.0
17.44,99.9,0.0
23.189999999999998,96.0,0.0
-52.75,91.9,0.0
22.47,95.9,0.0
23.845,98.6,0.0
22.375,95.6,0.0
18.919999999999998,92.16666666666667,0.0
19.38,92.1,0.0
23.375,96.1,0.0
19.439999999999998,93.4,0.0
24.185,98.1,0.0
14.12,95.9,0.0
24.0,99.5,0.0
22.064999999999998,98.1,0.0
14.19,97.1,0.0
20.44,97.55000000000001,0.0
23.405,94.5,0.0
19.0,96.5,0.0
23.345,92.4,0.0
22.375,93.7,0.0
22.439999999999998,96.5,0.0
14.12,96.4,0.0
20.19,96.2,0.0
20.37666666666667,96.73333333333333,0.0
22.53,97.4,0.0
19.53,93.7,0.0
16.69,93.3,0.0
18.88,92.1,0.0
22.875,96.2,0.0
15.81,91.5,0.0
22.905,96.3,0.0
20.9725,93.65,0.0
21.225,76.8,0.0
16.965,97.5,0.005
18.53,97.9,0.0
15.19,97.5,0.0
21.66,97.8,0.0
19.94666666666667,96.96666666666665,0.0
18.87333333333333,97.60000000000001,0.0033333333333333335
23.84,97.5,0.0
15.31,96.2,0.0
19.25,93.4,0.0
22.6875,99.4,0.0
23.22,98.6,0.0
17.155,94.4,0.0
16.75,95.4,0.0
18.125,99.9,0.0
21.22,95.6,0.0
23.375,96.8,0.0
23.435000000000002,98.9,0.005
21.53,89.1,0.0
22.5,98.2,0.0
20.185000000000002,95.1,0.0
21.64,98.6,0.005
22.25,97.30000000000001,0.0
18.75,96.1,0.0
19.56,93.6,0.0
20.845,98.8,0.005
18.155,99.9,0.0
20.606666666666666,95.36666666666667,0.0
20.64333333333333,96.60000000000001,0.0
-52.75,90.8,0.0
20.69,98.4,0.0
20.845,98.8,0.005
16.94,98.5,0.0
15.12,94.0,0.0
23.435000000000002,98.9,0.005
18.285,95.3,0.0
20.92,95.8,0.0
19.8425,97.80000000000001,0.0
23.375,95.7,0.0
18.125,99.9,0.0
20.345,97.3,0.0
20.315,98.8,0.005
21.22,98.0,0.0
17.0,97.1,0.0
22.25,98.7,0.0
18.345,99.9,0.0
14.94,95.1,0.0
23.905,96.9,0.0
-52.78,96.4,0.0
19.25,91.8,0.0
19.53,92.1,0.0
19.12,95.0,0.0
14.88,95.1,0.0
21.97,96.2,0.0
15.0,94.1,0.0
14.94,94.3,0.0
14.94,93.7,0.0
22.064999999999998,99.5,0.0
22.5475,94.65,0.0
22.63,99.8,0.0
18.28,98.5,0.0
21.75,99.1,0.0
22.5,95.8,0.0
16.75,95.4,0.0
19.0,93.2,0.0
17.09,97.9,0.0
18.94,94.0,0.0
23.345,96.2,0.0
23.564999999999998,97.6,0.0
15.19,94.4,0.0
22.189999999999998,99.6,0.0
22.16,97.1,0.0
22.375,97.4,0.0
20.155,98.6,0.0
20.373333333333335,95.63333333333333,0.0
21.81,93.9,0.0
20.540000000000003,91.23333333333333,0.0
22.935000000000002,98.3,0.0
19.560000000000002,94.0,0.0
18.927500000000002,96.95,0.0
14.5,95.3,0.0
23.22,99.9,0.0
18.31,99.4,0.0
22.439999999999998,94.1,0.0
20.28,92.9,0.0
21.051666666666666,95.8,0.0
15.19,96.0,0.0
19.31,93.5,0.0
24.155,95.2,0.005
22.595,89.9,0.0
22.0,97.6,0.0
15.12,93.3,0.0
16.965,96.9,0.0
17.16,95.6,0.0
20.12,97.5,0.0
17.375,98.9,0.0
24.155,95.2,0.005
-15.219999999999999,93.9,0.0
20.625,98.6,0.0
19.97,96.75,0.0
23.535,93.3,0.0
19.7825,99.30000000000001,0.0025
16.75,91.7,0.0
18.7175,98.25,0.0
-53.0,89.7,0.0
22.28,97.7,0.0
17.310000000000002,99.9,0.005
19.97,95.0,0.0
16.75,94.4,0.0
23.905,97.5,0.0
21.625,97.0,0.0
15.88,96.3,0.0
16.0,91.9,0.0
23.22,94.6,0.0
24.03,95.8,0.0
20.155,96.0,0.0
24.095,96.7,0.0
23.185000000000002,94.5,0.0
23.03,93.9,0.0
20.060000000000002,95.6,0.0
22.72,99.2,0.0
20.060000000000002,95.6,0.005
23.314999999999998,94.5,0.0
18.94,91.5,0.0
19.1725,98.85,0.0
22.595,96.7,0.0
19.44,93.4,0.0
17.19,97.4,0.0
21.02,95.13333333333333,0.0
23.185000000000002,94.7,0.0
22.55,96.75,0.0025
23.34,99.0,0.0
16.72,97.7,0.0
23.34,99.0,0.01
17.88,94.1,0.0
15.06,92.3,0.0
15.31,90.8,0.0
22.62,99.2,0.0
23.34,99.0,0.01
-14.86,96.0,0.0
18.72,95.6,0.0
19.655,93.5,0.0
20.52,95.2,0.0
21.82,99.8,0.005
23.125,97.5,0.0
15.12,87.7,0.0
22.53,98.3,0.0
22.095,96.2,0.0
22.5,96.7,0.0
21.82,99.1,0.0
20.905,87.5,0.0
18.46,93.56666666666666,0.0
20.595,89.9,0.0
20.09,98.4,0.0
21.130000000000003,98.0,0.005
19.315,96.9,0.0
23.34,99.0,0.005
17.53,99.9,0.0
23.095,94.5,0.0
22.63,96.5,0.0
15.5,97.0,0.0
22.405,98.2,0.0
22.439999999999998,99.9,0.0
23.905,99.9,0.0
21.94,98.6,0.0
21.689999999999998,99.2,0.0
15.44,95.6,0.0
22.122500000000002,96.45,0.0
23.405,96.1,0.0
21.655,95.6,0.0
23.0,93.4,0.0
15.62,96.2,0.0
17.37,94.75,0.0
-52.72,91.3,0.0
15.655,95.55,0.0
-52.655,95.5,0.0
-52.69,98.2,0.0
16.97,97.9,0.0
22.25,93.9,0.0
-16.22,90.1,0.0
23.405,96.6,0.0
23.375,96.0,0.0
23.03,94.1,0.0
23.1125,97.85,0.0025
24.035,97.1,0.0
24.065,97.4,0.0
19.5,96.2,0.0
24.125,96.6,0.0
17.44,99.9,0.0
17.31,94.2,0.0
23.189999999999998,96.5,0.0
-4.488333333333334,95.43333333333334,0.0
23.845,98.9,0.0
22.375,95.5,0.0
17.25,99.3,0.0
21.05,90.7,0.0
14.69,94.2,0.0
23.345,95.7,0.0
19.439999999999998,93.6,0.0
24.185,98.0,0.0
14.19,95.5,0.0
24.185,98.0,0.005
14.19,97.2,0.0
23.0325,98.9,0.0025
23.66,99.2,0.0
23.5325,96.85,0.005
18.97,97.0,0.0
23.345,92.5,0.0
22.375,93.5,0.0
22.405,96.8,0.0
14.12,96.6,0.0
24.185,98.0,0.005
23.89,99.5,0.005
20.19,96.3,0.0
22.235,97.5,0.0
23.66,99.2,0.01
17.31,94.5,0.0
18.666666666666668,94.09999999999998,0.0
22.875,96.6,0.0
24.185,98.0,0.005
15.81,91.7,0.0
22.905,97.1,0.0
21.165,92.8,0.0
21.002499999999998,87.15,0.0
15.31,96.2,0.0
15.19,97.6,0.0
20.5,99.1,0.0
17.040000000000003,98.5,0.0
23.84,97.4,0.0
16.62,93.6,0.0
21.94,99.9,0.0
23.22,98.5,0.0
21.61,98.7,0.0
21.065,99.9,0.0
23.345,96.8,0.0
13.88,96.9,0.0
21.53,89.5,0.0
22.97,99.9,0.0
22.5,98.3,0.0
21.064999999999998,95.8,0.0
20.185000000000002,94.7,0.0
18.75,96.1,0.0
22.25,97.35,0.0
19.56,93.5,0.0
24.0,99.5,0.005
20.845,99.5,0.0
18.155,99.9,0.0
16.44,74.9,0.0
18.34,99.3,0.0
20.924999999999997,98.2,0.0
16.75,89.2,0.0
22.56,97.5,0.0
-52.72,92.0,0.0
21.725,99.9,0.005
20.69,98.3,0.0
15.12,93.8,0.0
15.06,94.4,0.0
23.435000000000002,99.0,0.0
18.285,94.8,0.0
22.125,96.6,0.0
19.715,94.3,0.0
22.155,95.4,0.0
23.375,95.9,0.0
18.88,91.1,0.0
20.345,97.6,0.0
20.315,98.7,0.0
21.22,97.9,0.005
14.88,94.1,0.0
22.25,98.7,0.0
17.095,97.0,0.0
18.31,99.9,0.0
21.22,97.9,0.005
23.905,97.2,0.0
-52.78,96.4,0.0
19.25,92.7,0.0
19.25,90.7,0.0
19.53,92.8,0.0
14.56,94.7,0.0
19.12,95.0,0.0
21.97,96.4,0.0
14.94,93.9,0.0
14.94,93.4,0.0
22.03,99.5,0.0
15.0,94.6,0.0
23.0,97.3,0.0
22.377499999999998,95.8,0.0
23.845,98.5,0.0
22.47,95.9,0.0
21.5,98.1,0.0
18.6575,94.95,0.0
17.09,98.4,0.0
18.34,99.3,0.005
18.94,93.4,0.0
23.455,97.15,0.0
15.0,95.2,0.0
22.189999999999998,99.2,0.0
15.19,94.8,0.0
22.0325,98.95,0.0
16.75,95.3,0.0
22.375,97.5,0.0
18.34,99.3,0.005
20.155,98.8,0.0
16.94,97.1,0.0
17.44,99.9,0.0
21.81,93.9,0.0
21.956666666666667,96.0,0.0
19.5975,94.30000000000001,0.0
18.25,99.3,0.0
14.56,93.0,0.0
18.31,99.4,0.0
22.0625,99.30000000000001,0.0
22.560000000000002,99.6,0.0
20.125999999999998,93.84,0.0
20.86,99.0,0.005
22.94,97.5,0.0
16.75,99.2,0.0
24.155,95.3,0.0
14.38,94.6,0.0
22.595,90.0,0.0
22.0,97.5,0.0
20.975,98.2,0.005
17.47,96.0,0.0
17.16,95.3,0.0
20.12,97.8,0.0
2.23375,94.75,0.0
17.375,99.7,0.0
23.535,93.0,0.0
20.376666666666665,96.93333333333334,0.0
20.25,98.9,0.0
17.310000000000002,99.9,0.0
-53.0,89.7,0.0
22.28,97.4,0.0
23.66,99.4,0.005
17.16,95.3,0.005
19.94,94.8,0.0
23.905,98.1,0.0
21.655,97.0,0.0
16.0,91.3,0.0
15.88,95.8,0.0
24.03,96.0,0.0
20.155,95.8,0.005
24.095,97.6,0.0
23.185000000000002,94.4,0.0
23.0,94.0,0.0
19.44,92.4,0.0
22.69,99.4,0.0
23.314999999999998,95.3,0.0
18.8125,97.85,0.0025
21.67,98.0,0.0
23.875,96.3,0.0
23.185000000000002,94.9,0.0
22.485,96.75,0.0025
16.72,97.7,0.0
15.06,92.6,0.0
15.31,87.1,0.0
22.625,99.3,0.0
-14.877499999999998,96.1,0.0
18.72,95.8,0.0
18.405,95.45,0.0
23.34,98.4,0.0
19.31,93.6,0.0
23.125,98.1,0.0
22.53,98.6,0.0
16.875,95.1,0.0
22.095,95.9,0.0
22.5,96.9,0.0
19.69,94.9,0.0
19.8,89.86,0.0
19.345,97.4,0.0
23.095,94.7,0.0
17.53,99.9,0.0
19.38,91.6,0.0
21.22,95.5,0.005
19.12,90.8,0.0
22.439999999999998,99.9,0.0
23.875,99.9,0.0
14.88,93.5,0.0
21.94,98.8,0.0
23.2175,94.95,0.0
22.3275,94.55,0.0
21.7,96.5,0.005
-52.72,91.7,0.0
15.62,96.7,0.0
23.435,95.5,0.0
-52.69,97.3,0.0
15.69,94.2,0.0
19.44,91.7,0.0
17.0,97.9,0.0
21.2175,97.95,0.0025
22.25,93.4,0.0
20.405,90.6,0.0
23.405,96.6,0.0
23.375,96.0,0.0
18.314999999999998,96.6,0.005
23.03,94.5,0.0
23.595,99.4,0.0
19.25,92.7,0.0
24.065,97.2,0.0
24.065,97.7,0.0
19.5,96.8,0.0
21.85,98.8,0.0
24.125,96.2,0.0
17.38,94.1,0.0
23.16,96.5,0.0
-52.75,91.9,0.0
22.47,95.4,0.0
20.924999999999997,98.3,0.005
23.845,99.2,0.0
22.375,95.5,0.0
18.93,91.56666666666666,0.0
18.439999999999998,98.3,0.0
23.375,95.6,0.0
-52.845,89.4,0.005
19.439999999999998,93.7,0.0
14.19,97.3,0.0
22.9225,99.1,0.0
16.97,96.9,0.0
21.1875,95.69999999999999,0.0
23.345,92.9,0.0
22.375,93.9,0.0
22.375,96.7,0.0
17.0,97.5,0.0
16.79,98.63333333333333,0.0033333333333333335
20.19,96.2,0.0
22.235,97.9,0.0
19.53,93.6,0.0
23.875,99.9,0.005
16.88,95.0,0.0
22.875,96.6,0.0
24.185000000000002,98.1,0.0
15.81,92.0,0.0
22.905,97.1,0.0
21.18,93.0,0.0
21.002499999999998,86.8,0.0
21.66,97.8,0.0
15.31,96.3,0.0
15.19,97.6,0.0
15.25,95.9,0.0
20.5,99.0,0.0
23.84,97.2,0.0
21.94,99.9,0.0
15.38,91.9,0.0
21.065,99.9,0.0
24.0,99.4,0.0
13.88,97.2,0.0
21.53,89.3,0.0
23.345,97.1,0.0
23.845,99.9,0.005
23.345,97.1,0.005
22.5,98.5,0.0
20.185000000000002,94.9,0.0
18.75,96.0,0.0
21.905,99.9,0.0
22.595,95.4,0.0
19.59,93.3,0.0
23.345,97.1,0.01
21.725,99.7,0.0
19.875,81.4,0.0
20.845,99.5,0.0
18.155,99.9,0.0
22.535,97.5,0.005
16.81,89.2,0.0
16.81,94.3,0.0
-52.75,91.3,0.0
15.09,93.0,0.0
23.435000000000002,99.1,0.0
19.0,94.7,0.0
22.09,97.0,0.005
22.125,95.4,0.0
17.560000000000002,99.9,0.0
23.375,95.5,0.0
22.125,99.9,0.0
20.345,97.5,0.0
20.315,98.8,0.0
14.88,93.3,0.0
22.25,98.8,0.0
17.095,97.2,0.0
21.0925,98.95,0.0
-52.78,96.6,0.0
18.345,95.25,0.0025
18.0,94.5,0.0
14.56,95.3,0.0
14.88,94.5,0.0
19.12,95.2,0.0
21.97,96.7,0.0
19.31,93.3,0.0
22.03,99.5,0.0
19.5325,94.05,0.0
22.814999999999998,98.35,0.0
17.44,99.9,0.005
23.845,98.5,0.0
22.47,96.3,0.0
19.0,92.8,0.005
17.095,99.3,0.0
16.69,93.2,0.0
21.876666666666665,95.36666666666667,0.0
23.564999999999998,97.0,0.0
23.0175,99.75,0.0025
15.06,95.5,0.0
22.16,98.1,0.0
19.643333333333334,97.5,0.0
19.38,91.5,0.0
19.735,98.5,0.0025
20.185000000000002,98.7,0.0
22.3725,95.85,0.0
20.22,95.0,0.0
22.685000000000002,95.9,0.0
19.560000000000002,94.1,0.0
18.388333333333332,97.66666666666667,0.0
20.905,98.7,0.0
21.583333333333332,99.73333333333335,0.0
14.5,94.1,0.0
22.560000000000002,99.9,0.0
20.86,99.9,0.0
15.19,96.5,0.0
22.439999999999998,93.7,0.0
20.28,93.4,0.0
22.94,97.2,0.0
16.75,99.3,0.0
24.155,94.8,0.0
14.38,95.3,0.0
15.12,94.0,0.0
22.595,90.3,0.0
22.0,97.7,0.0
17.47,96.6,0.005
22.189999999999998,97.23333333333333,0.0
19.0,92.0,0.0
22.5,93.3,0.0
-15.1725,94.9,0.0
17.375,99.4,0.0
22.8625,96.3,0.0
20.25,98.4,0.0
17.310000000000002,99.9,0.0
-53.0,90.5,0.0
22.28,97.8,0.0
19.94,94.8,0.0
17.47,96.6,0.005
16.75,95.3,0.0
23.905,98.4,0.0
16.0,91.0,0.0
15.88,96.4,0.0
24.03,96.1,0.0
20.155,96.0,0.0
24.095,97.6,0.0
24.03,96.8,0.005
17.185,97.0,0.0
24.095,97.5,0.005
23.185000000000002,94.4,0.0
23.0,93.9,0.0
20.060000000000002,95.9,0.0
22.53,96.3,0.0
22.69,99.7,0.005
24.095,97.5,0.005
-53.0,90.5,0.0
23.314999999999998,95.5,0.0
20.715,98.5,0.0
22.625,97.8,0.0
15.31,93.9,0.0
21.785,98.1,0.0
23.875,96.3,0.0
23.375,99.9,0.0
23.185000000000002,95.1,0.0
23.314999999999998,96.5,0.0
17.715,99.9,0.0
15.31,85.5,0.0
22.872500000000002,98.9,0.0
21.82,99.9,0.0
-52.875,94.7,0.0
18.75,95.7,0.0
19.655,92.6,0.0
23.34,98.3,0.0
20.476666666666663,95.06666666666668,0.0
22.53,98.8,0.0
16.875,95.2,0.0
18.015,96.8,0.0025
23.34,99.2,0.0
21.813333333333333,99.56666666666668,0.0033333333333333335
22.06,95.9,0.0
21.373333333333335,95.5,0.0
18.48,93.83333333333333,0.0
20.595,90.6,0.0
19.315,97.6,0.0
21.22,95.5,0.0
23.095,94.9,0.0
15.5,96.1,0.0
22.439999999999998,99.6,0.0
19.5,92.5,0.0
21.689999999999998,98.5,0.0
19.58666666666667,97.16666666666667,0.0
23.405,95.8,0.0
23.03,94.0,0.0
15.62,96.0,0.0
20.95,94.96000000000001,0.0
15.62,97.2,0.0
21.685000000000002,96.6,0.0
-52.72,91.5,0.0
20.85333333333333,95.03333333333335,0.0
-52.69,96.9,0.0
23.845,99.9,0.005
22.63,96.7,0.0
21.29,97.1,0.0
21.62,96.9,0.005
22.25,93.0,0.0
20.405,90.7,0.0
23.345,97.3,0.005
23.405,96.9,0.0
23.375,96.1,0.0
23.03,94.7,0.0
23.595,99.5,0.0
24.065,97.3,0.0
24.065,97.8,0.0
24.065,97.3,0.005
21.8125,96.80000000000001,0.0
21.85,98.8,0.005
24.065,97.8,0.005
24.125,95.9,0.005
23.16,97.3,0.0
-52.75,92.3,0.0
-4.5200000000000005,94.93333333333334,0.0
24.065,97.3,0.005
24.065,97.8,0.005
23.845,99.9,0.0
23.235,95.9,0.0025
18.314999999999998,97.5,0.0
17.25,99.1,0.005
19.745,94.44999999999999,0.0
23.345,95.7,0.0
19.439999999999998,93.8,0.0
18.125,99.9,0.0
14.12,96.0,0.0
19.439999999999998,98.66666666666667,0.0
23.405,94.3,0.0
16.97,97.9,0.005
23.345,93.3,0.0
22.375,94.4,0.0
22.405,96.4,0.0
14.12,96.2,0.0
20.22,96.4,0.0
22.235,97.95,0.0
19.53,93.7,0.0
16.88,94.5,0.0
22.875,95.8,0.0
20.7025,97.44999999999999,0.0025
15.81,92.7,0.0
22.905,97.1,0.0
20.78,94.8,0.0
21.51,89.8,0.0
15.31,96.6,0.0
23.84,97.2,0.0
18.88,90.2,0.0
15.31,95.8,0.0
21.94,99.9,0.0
15.38,93.0,0.0
23.22,98.8,0.0
22.53,97.7,0.005
21.065,99.9,0.0
24.0,99.6,0.0
18.56,98.8,0.005
23.22,98.8,0.005
18.98,92.23333333333333,0.0
18.94,91.7,0.0
20.185000000000002,95.0,0.0
18.75,96.2,0.0
21.905,99.9,0.0
22.595,94.8,0.0
21.725,99.3,0.005
19.56,93.1,0.0
16.44,77.7,0.0
18.125,99.9,0.0
22.535,97.8,0.0
16.75,89.5,0.0
20.655,97.4,0.0
16.94,98.5,0.0
15.12,93.7,0.0
22.56,98.0,0.005
23.435000000000002,99.1,0.0
15.06,93.6,0.0
18.285,95.6,0.0
19.715,94.7,0.0
22.125,97.0,0.0
22.78,95.1,0.0
-52.72,91.7,0.005
22.125,99.9,0.0
20.345,97.4,0.0
18.25,99.6,0.005
14.88,93.3,0.0
22.064999999999998,99.9,0.005
18.781666666666666,98.06666666666666,0.0016666666666666668
21.321666666666665,99.06666666666668,0.0
17.560000000000002,99.9,0.0
-30.206666666666667,95.89999999999999,0.0
23.905,98.4,0.005
17.44,99.9,0.0
19.0,92.9,0.0
19.25,91.1,0.005
19.560000000000002,95.1,0.0
14.94,93.8,0.0
14.62,95.4,0.0
19.12,95.4,0.0
23.905,98.4,0.005
21.97,96.9,0.0
14.88,95.4,0.0
17.0,97.6,0.005
14.94,93.4,0.0
16.75,99.9,0.0
22.377499999999998,95.55,0.0
23.0,97.6,0.0
23.845,98.5,0.0
22.5,96.1,0.0
17.095,99.7,0.0
21.5,99.2,0.0
21.22,98.9,0.005
18.94,93.7,0.0
23.345,96.5,0.0
23.564999999999998,97.0,0.0
21.94,99.9,0.005
22.189999999999998,99.8,0.0
22.13,98.1,0.0
21.905,99.1,0.0
16.03,96.5,0.0025
22.375,97.7,0.0
18.5775,98.30000000000001,0.0
22.75,98.6,0.0
20.25,95.0,0.0
21.048,93.06,0.0
22.905,98.0,0.0
19.560000000000002,94.4,0.0
19.634999999999998,93.9,0.0
18.790000000000003,97.3,0.0
21.583333333333332,99.66666666666667,0.0
22.439999999999998,93.9,0.0
20.975,98.3,0.0
20.28,93.3,0.0
22.94,97.5,0.0
21.064999999999998,95.6,0.0
24.125,94.9,0.0
18.73,97.93333333333334,0.0033333333333333335
22.0,97.8,0.0
20.10333333333333,91.93333333333332,0.0
23.66,99.6,0.0
-15.219999999999999,93.7,0.0
22.564999999999998,95.2,0.0
23.535,93.1,0.0
20.235,98.35,0.0
19.31,93.3,0.0
17.310000000000002,99.9,0.0
16.75,98.8,0.0
22.28,98.1,0.0
16.965,97.3,0.005
19.94,95.0,0.0
23.905,97.8,0.0
16.0,91.3,0.0
24.03,97.2,0.0
22.1725,98.1,0.0
17.185,97.5,0.0
22.53,96.3,0.005
23.185000000000002,94.6,0.0
23.0,93.9,0.0
-53.0,91.0,0.0
22.69,99.6,0.0
19.8275,98.44999999999999,0.005
23.314999999999998,95.4,0.0
19.1725,99.65,0.0
20.386000000000003,97.36,0.0
23.875,96.0,0.0
23.375,99.9,0.0
23.185000000000002,95.4,0.0
20.655,99.1,0.0
23.314999999999998,96.6,0.0
21.33,97.5,0.0
15.06,92.9,0.0
15.31,85.4,0.0
18.94,90.5,0.0
22.625,99.1,0.0
-52.875,95.8,0.0
23.12,98.3,0.0
21.29,97.4,0.005
18.53,96.69999999999999,0.0025
17.19,97.4,0.0
19.655,92.0,0.0
23.2475,98.35,0.0
23.595,99.6,0.005
19.12,93.0,0.0
16.72,97.8,0.0
19.7025,97.05,0.0
22.625,99.1,0.005
18.81,96.6,0.0
16.965,97.1,0.0
23.34,99.1,0.0
22.095,95.4,0.0
19.5,97.7,0.005
22.5,97.4,0.0
21.05,90.4,0.0
21.82,99.3,0.0
18.48,94.09999999999998,0.0
20.595,90.7,0.0
21.905,99.9,0.005
21.130000000000003,97.9,0.0
19.315,97.8,0.0
16.965,97.1,0.005
19.315,97.8,0.005
20.3125,97.55000000000001,0.0
15.5,97.1,0.0
21.884999999999998,98.45,0.0025
14.88,93.9,0.0
21.94,99.0,0.0
20.56,94.63333333333333,0.0
23.405,95.6,0.0
21.655,96.0,0.0
23.0,93.8,0.0
15.62,96.9,0.0
17.0,97.2,0.0
15.62,96.4,0.0
15.69,94.6,0.0
-52.72,91.9,0.0
20.625,98.9,0.0
17.375,99.9,0.0
-52.69,96.4,0.0
22.595,96.9,0.005
23.435,96.6,0.0
22.405,99.9,0.0
19.5,92.7,0.01
22.25,95.0,0.0
20.405,91.0,0.0
23.405,96.9,0.0
23.375,96.0,0.0
23.03,94.4,0.0
24.065,97.4,0.0
20.96,98.2,0.0
21.685000000000002,96.3,0.0
24.095,98.4,0.0
18.375,97.4,0.0
24.125,95.8,0.0
17.66,94.44999999999999,0.0
17.44,99.9,0.0
23.189999999999998,97.8,0.0
-4.498333333333334,96.2,0.0
23.845,99.9,0.0
22.375,95.8,0.0
18.439999999999998,98.5,0.0
23.375,96.0,0.0
19.634999999999998,93.7,0.005
18.7825,97.1,0.0
14.12,96.5,0.0
23.78,99.2,0.0
22.064999999999998,99.4,0.0
14.19,97.4,0.0
16.97,96.5,0.0
23.405,94.1,0.0
16.78,95.3,0.0
22.86,93.4,0.0
22.439999999999998,95.8,0.0
20.615000000000002,96.80000000000001,0.0
21.94,98.5,0.0
19.53,93.7,0.0
17.31,94.1,0.0
22.875,96.8,0.0
16.88,94.9,0.0
24.185000000000002,98.3,0.0
16.75,95.43333333333334,0.0
22.905,97.1,0.0
20.98,94.45,0.0
22.125,96.5,0.0
21.225,80.1,0.0
18.56,98.4,0.0
15.19,97.7,0.0
15.62,95.6,0.0
20.5,98.9,0.005
15.38,95.5,0.0
23.84,97.4,0.0
20.14666666666667,96.23333333333333,0.0033333333333333335
23.189999999999998,99.0,0.005
16.75,94.8,0.0
24.0,99.7,0.0
23.435000000000002,99.2,0.01
21.53,89.9,0.0
13.88,97.0,0.0
22.97,99.9,0.0
20.185000000000002,95.3,0.0
18.75,96.2,0.0
19.25,93.6,0.0
22.595,94.7,0.0
19.59,93.6,0.0
20.845,99.8,0.0
16.44,74.7,0.0
20.845,99.8,0.005
20.646666666666665,95.26666666666667,0.0033333333333333335
16.81,93.6,0.0
18.22,99.4,0.0
20.19,96.4,0.005
20.655,97.6,0.0
15.12,94.0,0.0
20.845,99.8,0.005
18.285,95.0,0.0
19.715,94.4,0.0
22.060000000000002,97.3,0.0
22.155,95.0,0.0
23.375,95.8,0.0
-52.75,92.4,0.0
19.44,92.2,0.0
20.345,97.1,0.0
22.064999999999998,99.8,0.0
17.0,97.1,0.0
22.25,99.3,0.0
21.97,99.0,0.0
23.905,98.5,0.005
18.31,99.9,0.0
-52.78,96.0,0.0
18.88,90.7,0.0
17.576,96.2,0.0
19.25,91.3,0.0
19.560000000000002,95.2,0.0
14.75,95.3,0.0
19.12,95.8,0.0
21.97,97.0,0.0
14.94,94.1,0.0
15.0,93.6,0.0
22.97,97.7,0.0
22.125,91.4,0.0
22.66,99.3,0.0
22.23,96.5,0.0
22.5,96.0,0.0
21.58,99.55000000000001,0.0
19.25,92.4,0.0
17.09,97.1,0.0
18.94,93.9,0.0
23.345,97.0,0.0
23.564999999999998,97.3,0.0
15.0,95.3,0.0
19.856666666666666,98.09999999999998,0.0
22.13,98.5,0.0
22.375,97.8,0.0
19.02,97.16666666666667,0.0
22.75,99.0,0.0
20.17,96.9,0.0
22.478333333333335,95.89999999999999,0.0
19.560000000000002,94.4,0.0
17.31,99.4,0.0
18.31,99.1,0.0
20.905,98.6,0.0
23.22,99.9,0.0
20.770000000000003,99.9,0.0
20.86,99.2,0.0
21.7075,96.2,0.0
20.28,93.2,0.0
17.94,93.9,0.0
22.94,97.2,0.0
21.064999999999998,95.4,0.0
16.75,99.2,0.0
19.5,93.1,0.0
15.19,95.8,0.0
20.896666666666665,95.56666666666668,0.0
22.2975,94.05,0.0
24.155,95.4,0.005
17.16,96.2,0.0
20.12,97.7,0.0
23.66,99.4,0.0
24.155,95.4,0.005
22.5,92.4,0.0
-15.1725,94.6,0.0
23.535,93.3,0.0
20.235,98.85,0.0
16.75,92.9,0.0
17.310000000000002,99.9,0.0
22.28,98.0,0.0
16.75,99.3,0.0
19.94,95.1,0.0
23.905,97.7,0.0
16.965,96.8,0.005
16.0,91.2,0.0
-52.845,88.4,0.0
24.03,97.1,0.0
21.5,97.3,0.0
17.185,97.5,0.0
22.53,96.6,0.0
23.0925,93.94999999999999,0.0
-53.0,90.9,0.0
23.314999999999998,95.4,0.0
20.875,98.6,0.0
22.595,97.5,0.0
23.875,96.9,0.0
23.375,99.9,0.0
23.155,95.7,0.0
22.53,96.6,0.005
23.345,98.25,0.0025
20.655,98.9,0.0
23.34,99.3,0.005
20.095,96.5,0.005
19.0,97.5,0.005
21.29,97.7,0.0
15.06,92.5,0.0
23.375,99.9,0.005
23.34,99.3,0.005
15.31,86.1,0.0
21.8375,94.9,0.0
23.155,98.1,0.0
-52.875,96.0,0.0
18.75,95.3,0.0
18.31,97.3,0.005
19.62,93.2,0.0
23.34,98.7,0.0
20.709999999999997,95.89999999999999,0.0033333333333333335
15.12,88.4,0.0
23.155,98.1,0.0
19.5,96.2,0.0
22.53,98.9,0.0
18.81,96.7,0.0
19.5,92.6,0.0
22.095,95.2,0.0
22.5,97.5,0.0
21.905,99.9,0.0
19.083333333333332,91.36666666666667,0.0
19.69,94.2,0.0
19.315,97.8,0.0
18.97,97.6,0.005
23.095,95.4,0.0
17.53,99.9,0.0
23.375,99.9,0.005
23.785,99.9,0.0
21.33,97.1,0.0
22.595,97.1,0.005
15.5,97.0,0.0
22.89,99.15,0.005
19.58666666666667,97.10000000000001,0.0
22.595,97.1,0.005
