Column,F-statistic,p-value
fluid_temp,97.25048160407168,6.452735577661749e-23
ground_temp,64.3438423670589,1.0705680579605237e-15
air_umidity,136.63628375332712,1.6124486699916627e-31
air_temp,8.076217270225412,0.004487058740138282
gas_umidity,,
gas_temp,,
bio_id,752.7906407709883,2.4148110316074167e-164
phase_test,1558.0180712996014,0.0
Month,557.3942048220734,1.7964642849312632e-122
Hour,4.315935956271863,0.03776278069481702
